data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6745867,356,IND68171,68171,"18 December 2019",2019,2,Protests,"Peaceful protest","Protesters (India)","Women (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,"Telegraph (India)",National,"As reported on 18 December, several young women demonstrated against the Citizenship (Amendment) Act, 2019 (CAA) in Guwahati (Kamrup Metropolitan diostrict, Assam) and demanded that the Act be struck down by the court. [size=no report]",0,1579620024,IND
6745868,356,IND68167,68167,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Telegraph (India)",National,"On 18 December, tens of thousands of people demonstrated in the streets in Kolkata (West Bengal) protesting against the Citizenship (Amendment) Act, 2019 (CAA). [size=tens of thousands]",0,1579620024,IND
6714893,586,PAK55146,55146,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","Labour Group (Pakistan)",6,,,0,60,"Southern Asia",Pakistan,"Federal Capital Territory",Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,"Dawn (Pakistan)",National,"On December 18, hundreds of sanitation workers of Metropolitan Corporation Islamabad (MCI) staged a protest on Kashmir Highway in Islamabad city (Islamabad, Federal Capital Territory) against Capital Development Authority (CDA) for failing to release their salaries for the month of November. [size=hundreds]",0,1578514388,PAK
6714639,356,IND68166,68166,"18 December 2019",2019,1,Riots,"Violent demonstration","Rioters (India)","NSUI: National Students Union of India; Students (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,"Chandigarh Tribune",Subnational,"On Dec 18, demonstrations were held by NSUI students who were sloganeering against the Citizenship (Amendment) Act, 2019 (CAA) in Chandigarh. They clashed with police. 5 students were detained. [size=at least 5]",0,1578514387,IND
6714895,586,PAK55148,55148,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl; ANP: Awami National Party; PML-N: Pakistan Muslim League-Nawaz; PPP: Pakistan Peoples Party; QWP: Qaumi Watan Party",6,,,0,60,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa",Swabi,Swabi,Swabi,34.1198,72.4698,1,"Dawn (Pakistan)",National,"On December 18, leader and workers of opposition parties JUI-F, PML-N, PPP, ANP, QWP and Swabi Qaumi Mahaz (SMQ) held a protest rally culminating at Karnal Sher Khan Chowk in Swabi city (Swabi, KP) against the government over its failure to control prices, inflation and unemployment as part of ""Plan C"" of the JUI-F led ""Azadi March"" campaign against the federal government demanding the resignation of Prime Minister Imran Khan and early elections. [size=no report]",0,1578514388,PAK
6709264,8,ALB600,600,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Albania)","Journalists (Albania)",6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,"Albanian Daily News; Exit Albania",National,"On 18 December, hundreds of journalists and civil activists held a protest in Skopje against the government's anti-defamation package, which if passed by the Socialist government, would restrict media freedom and freedom of speech. [size=hundreds]",0,1578510533,ALB
6715153,356,IND68172,68172,"18 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","Unidentified Ethnic Group (India)",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Manipur,"Imphal West",Imphal,Imphal,24.7908,93.9302,1,"Imphal Free Press",Subnational,"On 18 December, people from different ethnic communities of Manipur expressing solidarity to the movement against the Citizenship (Amendment) Act, 2019 (CAA) and staged cultural demonstrations in Imphal (Imphal West district, Manipur) by drum beating and shouting of slogans. They were however, stopped by police when they marched towards Kangla. [size=no report]",0,1578514388,IND
6724881,12,ALG7882,7882,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)","CSA: Confederation of Autonomous Trade Unions; Labour Group (Algeria)",6,,,0,60,"Northern Africa",Algeria,"Tizi Ouzou","Tizi Ouzou",,"Tizi Ouzou",36.7118,4.0459,1,"Liberte (Algeria)",National,"On 18 December 2019, CSA unionists protested against the presidential election results in Tizi Ouzou and rejected the power's offer of political dialogue. [size=no report]",0,1579554013,DZA
6709778,643,RUS3841,3841,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,,,0,60,Europe,Russia,"Saratov Oblast",Balashov,,Balashov,51.5375,43.1713,1,KPRF,Other,"On 18 December, at least 4 KPRF activists took part in a series of coordinated one-person protests in Balashov in support of KPRF leaders Pavel Grudinin and Sergei Levchenko (who announced his resignation this week), and other KPRF regional leaders who, they claim, are victims of a targeted harassment campaign from the authorities and the media, against the socio-economic policies of the government, calling for its resignation. [size=at least 4]",0,1578510534,RUS
6709013,422,LBN3022,3022,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,Beirut,Beirut,,Beirut-Port,33.8982,35.5074,1,"Murr TV",National,"On December 18 2019, On day 63 of the anti-government demonstrations, demonstrators gathered near the Omari mosque in central Beirut, outside the Parliament. [size=no report]",0,1578503876,LBN
6715669,356,IND68155,68155,"18 December 2019",2019,1,Riots,"Mob violence","Rioters (India)","SFI: Students Federation of India; Students (India)",5,"Rioters (India)","ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India)",5,55,"Southern Asia",India,Kerala,Pathanamthitta,Adoor,Pandalam,9.2251,76.678,1,"The Hindu",National,"On December 18, a clash took place between two groups belonging to the Students Federation of India and the Akhil Bharatiya Vidyarthi Parishad at NSS College, Pandalam town (Pathanamthitta, Kerala). Clash was over the conduct of the arts festival and Christmas celebrations at the college. [size=no report]",0,1578514389,IND
6755606,788,TUN5989,5989,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Tunisia)","Farmers (Tunisia)",6,,,0,60,"Northern Africa",Tunisia,"Sidi Bou Zid",Meknassi,,"Al Miknasi",34.604,9.608,1,Achahed,National,"On 18 December 2019, in Meknassy, a number of farmers held a sit in protest to denounce the fall of olive prices and to demand the intervention of the authorities to save their sector. [size=no report]",0,1579801609,TUN
6708502,422,LBN3021,3021,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,Beirut,Beirut,,"Beirut-Ras Beirut",33.8919,35.4816,1,"AlManar TV",National,"On December 18 2019, On day 63 of the anti-government demonstrations, sit-ins were held outside the Central Inspection and the Civil Service Council in Beirut's Verdun area as well as outside the nearby Audit Bureau in Qantari. [size=no report]",0,1578503874,LBN
6714392,356,IND68161,68161,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Agra,Agra,Agra,27.1833,78.0166,1,"Amar Ujala",Subnational,"On Dec 18, protests were held by ABVP supporting the Citizenship (Amendment) Act, 2019 (CAA) in Agra (UP). [size=no report]",0,1578514386,IND
6715930,356,IND68147,68147,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"Times of India",National,"On 18 December, Indian National Congress staged protests both outside the Vadodara Municipal Corporation (VMC) headquarters and in the general board hall in Vadodara (Vadodara, Gujarat), seeking waiver of taxes for areas supplied with turbid and contaminated water since the beginning of this year. [size=no report]",0,1578514390,IND
6716954,760,SYR73697,73697,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-)",,1,12,"Middle East",Syria,Lattakia,Lattakia,Rabee'a,Atirah,35.8474,36.04,1,SOHR,Other,"On 18 December 2019, opposition rebels shelled regime positions in Atirah in Lattakia using artillery with neither fatalities nor injuries reported.",0,1578515228,SYR
6756379,324,GUI1247,1247,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Guinea)","Labour Group (Guinea); CENI: Independent National Electoral Committee",6,,,0,60,"Western Africa",Guinea,Faranah,Faranah,Faranah-Centre,Faranah,10.03,-10.73,1,"Guinea News",National,"On 19 December 2019, CENI data entry operators engaged in voters registration in rural areas, staged a protest in Faranah town (Faranah-Centre, Faranah), to claim the payment of a bonus that was paid to their colleagues working in urban areas. [size=no report]",0,1579801612,GIN
6708763,364,IRN5863,5863,"18 December 2019",2019,1,Riots,"Mob violence","Rioters (Iran)",,5,,,0,50,"Middle East",Iran,"West Azarbaijan",Orumiyeh,Central,Orumiyeh,37.5527,45.0761,1,"Eteraze Bazar","New media","On 18 December 2019, rioters in Orumiyeh broke a police CCTV camera, without staging a demonstration. [size=no report]",0,1578503875,IRN
6714907,586,PAK55147,55147,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa",Mansehra,Mansehra,Mansehra,34.3355,73.2026,1,"Dawn (Pakistan)",National,"On December 18, activists of the Tehreek-i-Inqelab held a rally from Ghazikot Township to the Karakoram Highway in Mansehra city (Mansehra, KP) against the verdict of a special court to hand former Pakistan President and military ruler General (retd) Pervez Musharraf death sentence in high treason case. [size=no report]",0,1578514388,PAK
6715675,356,IND68132,68132,"18 December 2019",2019,1,Riots,"Violent demonstration","Rioters (India)","BJP: Bharatiya Janata Party; RSS: Rashtriya Swayamsevak Sangh",5,"Rioters (India)","Students (India)",5,55,"Southern Asia",India,Kerala,Kannur,Thalassery,Mambaram,11.8276,75.5042,1,"The Hindu",National,"On December 18, students of Indira Gandhi Institute of Science and Technology staged a demonstration, they were attacked by BJP-RSS activists, in return the students hit them back in Mambarama (Kannur, Kerala), demonstration was against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6709276,112,BLR298,298,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,2,"TUT.BY; Charter-97",National,"On 18 December, tens of truck drivers protested by driving slowly on the M1 highway outside Brest, demanding solutions to the lack of transit permits for Poland. [size=tens]",0,1578510533,BLR
6713628,180,DRC16270,16270,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Democratic Republic of Congo)",,6,,,0,60,"Middle Africa","Democratic Republic of Congo",Haut-Katanga,Lubumbashi,Lubumbashi,Lubumbashi,-11.6596,27.4741,1,"La Prunelle",National,"On 18 December 2019, people protested in Lubumbashi against the rise of insecurity in Haut Katanga and Eastern Congo in general. [Size=unreported].",0,1578512391,COD
6715932,356,IND68149,68149,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Guntur,Bellamkonda,Venkatayapalem,16.6305,80.0482,1,"Times of India",National,"On 18 December, farmers held a protest in Venkatayapalem village (Guntur, Andhra Pradesh) against chief minister YS Jaganmohan Reddy's idea of having three capitals in the State and suggested to focus on the development of Amaravati as the sole capital. [size=no report]",0,1578514390,IND
6716956,760,SYR73571,73571,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)",,1,,,0,10,"Middle East",Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,3,SOHR,Other,"On 18 December 2019, regime forces shelled Sukkari village in Idleb countryside using artillery fire with neither fatalities nor injuries reported.",0,1578515228,SYR
6858781,504,MOR2384,2384,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Morocco)","Teachers (Morocco)",6,,,0,60,"Northern Africa",Morocco,Rabat-Sale-Kenitra,Rabat,"NA (Agdal Riyad)",Rabat,34.0133,-6.8326,1,Hespress,National,"On 18 December 2019, in the capital Rabat, PhD holder functionaries organised several protests in front of multiple ministers to demand the enrolment of all PhD holders in higher education and vocational training centres. [size=no report]",0,1580939307,MAR
6709792,804,UKR30500,30500,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Popasniansky,,Holubivske,48.692,38.6036,2,"LPR People's Militia Press Service",Other,"On 18 December, the Ukrainian Forces fired IFVs at the positions of the Luhansk People's Militia in the area of Holubivske, Luhansk.",0,1578510534,UKR
6711329,887,YEM45544,45544,"18 December 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Yemen)",,3,"Civilians (Yemen)","Aid Workers (International); WFP: World Food Programme",7,37,"Middle East",Yemen,"Ad Dali","Ad Dhalee",,"Ad Dali",13.6957,44.7314,1,"YNP; Yemen Data Project","Local partner-National","On 18 December 2019, unidentified gunmen reportedly attacked the ""Finger Print"" committee of the WFP in Al-Dali city, southern Yemen, tasked with gathering biometric data of beneficiaries. The committee members were forced to suspend their work and evacuate the building, with no report of fatalities nor injuries.",0,1578511258,YEM
6713633,180,DRC16268,16268,"18 December 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Democratic Republic of Congo (2019-)",,1,"Civilians (Democratic Republic of Congo)",,7,17,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,Goma,Goma,Goma,-1.6933,29.2339,1,"La Prunelle",National,"On 18 December 2019, a policeman killed 1 person and injured 2 other people in Goma.",1,1578512391,COD
6711330,887,YEM45546,45546,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2012-)","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali","Al Husha",,Battar,13.8176,44.578,2,"Yemen Data Project; Khabar News Agency (Yemen); Al Wafaq","Local partner-National","On 18 December 2019, pro-Hadi forces and Southern Resistance fighters claimed to have fired artillery shells at pro-Houthi forces in Subayra and Al-'Araif areas and in the vicinity of Battar (Qaatabah and Al-Husha districts, Al-Dali governorate), killing and injuring a number of fighters. Unknown reported fatalities coded as 10 and spread across two locations.",5,1578511258,YEM
6713378,710,SAF12056,12056,"18 December 2019",2019,1,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Nellmapius,-25.7356,28.3631,1,"Daily Sun (South Africa)",National,"On 18 December 2019, demonstrators barricaded the Alwyn Road in Nellmapius, Pretoria, with burning tyres and rocks. The demonstration was over a lack of electricity in the area. [size=no report].",0,1578512391,ZAF
6716962,760,SYR73569,73569,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)",,1,,,0,10,"Middle East",Syria,Idleb,"Al Ma'ra","Ma'arrat An Nu'man",Maasaran,35.7083,36.805,1,SOHR,Other,"On 18 December 2019, regime forces shelled Maasaran in Idleb using artillery fire with neither fatalities nor injuries reported.",0,1578515228,SYR
6711331,887,YEM45547,45547,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali","Al Husha",,Battar,13.8176,44.578,1,"Al Sahwa (Yemen); Yemen Data Project","Local partner-National","On 18 December 2019, clashes were reported between pro-Hadi forces and Southern Resistance fighters on one side and pro-Houthi forces on the other in Bab Ghalqa, Al-Fajir, northwest of Al-Fajir, Battar, Habil Al-Ubaydi and Hajar (Qa'tabah and Al-Husha districts, Al-Dali governorate), killing and injuring ""dozens"" of fighters. Unclear reported fatalities coded as half (6) and spread across six locations.",1,1578511258,YEM
6713379,566,NIG15900,15900,"18 December 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Kaduna,Birnin-Gwari,,"Birnin Gwari",10.6637,6.54,2,"Daily Trust (Nigeria)",National,"On 18 December 2019, unidentified gunmen abducted the District Head of Birnin Gwari Central and the former Educational Secretary on the Kaduna-Birnin Gwari road at Labi (no location found, coded as Birnin Gwari).",0,1578512391,NGA
6711332,887,YEM45548,45548,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Al Fajir",13.8667,44.6,1,"Al Sahwa (Yemen); Yemen Data Project","Local partner-National","On 18 December 2019, clashes were reported between pro-Hadi forces and Southern Resistance fighters on one side and pro-Houthi forces on the other in Bab Ghalqa, Al-Fajir, northwest of Al-Fajir, Battar, Habil Al-Ubaydi and Hajar (Qa'tabah and Al-Husha districts, Al-Dali governorate), killing and injuring ""dozens"" of fighters. Unclear reported fatalities coded as half (6) and spread across six locations.",1,1578511258,YEM
6708261,368,IRQ22568,22568,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Teachers (Iraq)",6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,2,"Al Mirbad",National,"On Dec 18, dozens of lecturers in Diwaniya district cut off the road linking Shamiy and local directorate building and a bank. [size=dozens]",0,1578503874,IRQ
6709797,804,UKR30501,30501,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia",2,12,Europe,Ukraine,Luhansk,Slovyanoserbsk,,Sentianivka,48.6686,38.7544,2,"LPR People's Militia Press Service",Other,"On 18 December, the Ukrainian Forces fired 82mm mortars at the positions of the Luhansk People's Militia in the area of Sentianivka, Luhansk.",0,1578510534,UKR
6711333,887,YEM45549,45549,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Al Fajir",13.8667,44.6,2,"Al Sahwa (Yemen); Yemen Data Project","Local partner-National","On 18 December 2019, clashes were reported between pro-Hadi forces and Southern Resistance fighters on one side and pro-Houthi forces on the other in Bab Ghalqa, Al-Fajir, northwest of Al-Fajir, Battar, Habil Al-Ubaydi and Hajar (Qa'tabah and Al-Husha districts, Al-Dali governorate), killing and injuring ""dozens"" of fighters. Unclear reported fatalities coded as half (6) and spread across six locations.",1,1578511258,YEM
6715941,356,IND68140,68140,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","NCP: Nationalist Congress Party",6,,,0,60,"Southern Asia",India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,"Times of India",National,"On 18 December, Nationalist Congress Party (NCP) leaders and workers held a protest in Pune (Pune, Maharashtra) against the erratic water supply on the premises of the Pune Municipal Corporation building in Shivajinagar. [size=no report]",0,1578514390,IND
6708006,368,IRQ22572,22572,"18 December 2019",2019,1,"Violence against civilians",Attack,"Islamic State (Iraq)",,2,"Civilians (Iraq)","Government of Iraq (2018-)",7,27,"Middle East",Iraq,Ninewa,Mosul,,Bishmana,35.9383,43.0293,1,"Al Maloomah; Xinhua",National-International,"On Dec 18, IS militants dressed in army gear attacked the administrative chief of Bishmana village near the town of al-Shurah and killed him.",1,1578503873,IRQ
6711334,887,YEM45550,45550,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2012-) Saiqa Brigades","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Al Jubb",13.8309,44.6009,2,"Khabar News Agency (Yemen); Al Wafaq; Yemen Data Project","Local partner-National","On 18 December 2019, pro-Hadi forces - from the 7th Saiqa Brigade and the Shubaji Brigades - and Southern Resistance fighters - from 3rd Resistance Brigade - claimed to have thwarted an attack of pro-Houthi forces in Al-Jubb front in southern Yemen (Qa'tabah district, Al-Dali governorate), with no report of fatalities nor injuries.",0,1578511258,YEM
6714918,586,PAK55144,55144,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","APML: All Pakistan Muslim League; PTI: Pakistan Tehreek-i-Insaf; NPCIH: National Peace Committee for Interfaith Harmony",6,,,0,60,"Southern Asia",Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,"Dawn (Pakistan)",National,"On December 18, activists of PTI, APML, NPCIH, members of minorities and several local groups held rallies in Sukkur city (Sukkur, Sindh) against the verdict of a special court to hand former Pakistan President and military ruler General (retd) Pervez Musharraf death sentence in high treason case. [size=no report]",0,1578514388,PAK
6711335,887,YEM45551,45551,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Southern Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Bab Ghaliq",13.925,44.6493,1,"Khabar News Agency (Yemen); Yemen Data Project; Al Wafaq","Local partner-National","On 18 December 2019, clashes were reported between pro-Hadi forces and Southern Resistance fighters on one side and pro-Houthi forces on the other in Bab Ghalqa, Al-Fajir, northwest of Al-Fajir, Battar, Habil Al-Ubaydi and Hajar (Qa'tabah and Al-Husha districts, Al-Dali governorate), killing and injuring ""dozens"" of fighters. Unclear reported fatalities coded as half (6) and spread across six locations.",1,1578511258,YEM
6714151,706,SOM30115,30115,"18 December 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Labour Group (Somalia)",7,37,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.7697,47.4308,1,"Undisclosed Source","Local partner-Other","18 December 2019. In Gaalkacyo, a businessman was targeted by unknown armed people, who shot and injured him. Motive unknown.",0,1578512393,SOM
6715687,356,IND68124,68124,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Vellore,Arcot,Arcot,12.9056,79.3189,1,"The Hindu",National,"On December 18, more than 500 students from C. Abdul Hakeem College staged a demonstration in front of their college in Arcot town (Vellore, TN), against the Citizenship (Amendment) Act, 2019 (CAA). [size=more than 500]",0,1578514389,IND
